path_x0,path_y0,path_distance00,path_x01,path_y01,path_distance01,path_x02,path_y02,path_distance02,path_x03,path_y03,path_distance03,path_x04,path_y04,path_distance04,path_x05,path_y05,path_distance05,path_x06,path_y06,path_distance06,path_x07,path_y07,path_distance07,path_x08,path_y08,path_distance08,path_x09,path_y09,path_distance09,path_x1,path_y1,path_distance1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.84019702,0,-1.94914E-06,-2.83954593,0.005549114,0.005547175,-2.839561791,-0.007105837,-0.007107809,-2.83952111,-0.016637819,-0.016640054,-2.839256642,-0.029806649,-0.029810241,-2.838853722,-0.04366401,-0.043671124,-2.838559534,-0.053708097,-0.053719659,-2.838028301,-0.066862727,-0.066883231,-2.837400396,-0.078277892,-0.078309624,-2.836952797,-0.085884313,-0.08592561,-2.836235379,-0.097287635,-0.097346803
-2.470916617,0,-1.96508E-06,-2.463868963,0.004814956,0.004813,-2.46411374,-0.0061663,-0.006168285,-2.464473584,-0.014440275,-0.014442488,-2.463747625,-0.025864538,-0.025867929,-2.462950248,-0.037882291,-0.037888738,-2.463205509,-0.046606061,-0.046616369,-2.463026045,-0.058027835,-0.058045903,-2.462039678,-0.067922481,-0.06795029,-2.461579417,-0.074520471,-0.074556577,-2.461156297,-0.084421793,-0.08447341
-2.101634367,0,-2.0341E-06,-2.088190083,0.004080795,0.004078769,-2.088663778,-0.005226759,-0.005228811,-2.089424151,-0.01224272,-0.012244968,-2.088236695,-0.021922407,-0.021925655,-2.087044857,-0.032100543,-0.032106382,-2.087849572,-0.03950399,-0.039513103,-2.08802188,-0.049192898,-0.049208593,-2.086677046,-0.057567018,-0.057590967,-2.086204124,-0.06315657,-0.063187551,-2.086075303,-0.071555885,-0.071600017
-1.732383644,0,-2.17831E-06,-1.712542473,0.003346695,0.00334454,-1.713245096,-0.004287295,-0.004289513,-1.714406012,-0.010045348,-0.010047749,-1.712757036,-0.017980604,-0.017983853,-1.711170713,-0.026319276,-0.026324678,-1.712524898,-0.03240251,-0.032410621,-1.713048982,-0.040358698,-0.04037224,-1.711345656,-0.047212417,-0.047232751,-1.710860063,-0.051793615,-0.051819734,-1.711025539,-0.058691048,-0.058727988
-1.363181558,0,-2.40763E-06,-1.336943146,0.002612689,0.002610388,-1.337874708,-0.003347953,-0.003350507,-1.339436186,-0.007848259,-0.007851085,-1.337325657,-0.014039307,-0.014042989,-1.335344815,-0.020538751,-0.020544342,-1.337248486,-0.025301943,-0.025309834,-1.338124342,-0.031525635,-0.031538022,-1.336062481,-0.036859146,-0.036877063,-1.335564198,-0.040432119,-0.040454711,-1.336023958,-0.045827865,-0.045859158
-0.994023797,0,-2.72353E-06,-0.961387935,0.001878769,0.001876405,-0.962548442,-0.002408721,-0.002411919,-0.964510491,-0.005651429,-0.005655316,-0.961938381,-0.010098474,-0.01010378,-0.959562985,-0.014758903,-0.014766529,-0.962016139,-0.01820221,-0.018212229,-0.963243745,-0.022693609,-0.022707863,-0.960823299,-0.026507088,-0.026526209,-0.960312298,-0.029071954,-0.029095044,-0.961066302,-0.032966188,-0.032996481
-0.62489581,0,-3.12167E-06,-0.58586257,0.001144908,0.001142729,-0.58725202,-0.001469564,-0.001473931,-0.589614629,-0.003454773,-0.003460994,-0.586580929,-0.006157954,-0.006167352,-0.583810957,-0.008979514,-0.00899299,-0.586813561,-0.01110304,-0.011120014,-0.588392871,-0.013862283,-0.013884567,-0.585613801,-0.016155849,-0.016183509,-0.58509005,-0.017712687,-0.017744394,-0.58613824,-0.020105526,-0.020144127
-0.255785152,0,-3.59413E-06,-0.210354809,0.000411081,0.000409553,-0.21197319,-0.00053045,-0.000536797,-0.214736339,-0.001258221,-0.001268853,-0.211241056,-0.002217619,-0.002235135,-0.208076509,-0.003200396,-0.003225882,-0.211628528,-0.004004202,-0.004035876,-0.213559507,-0.00503137,-0.00507149,-0.210421809,-0.005805094,-0.005852888,-0.209885294,-0.006353949,-0.006407056,-0.211227637,-0.007245463,-0.007306948
-0.113313434,0,-4.1312E-06,-0.165140603,0.000322722,-0.000322912,-0.1632933,-0.000408632,0.000399205,-0.160129627,-0.00093826,0.000920349,-0.164086461,-0.001722587,0.001691458,-0.16764554,-0.002578532,0.002532718,-0.163544099,-0.003094401,0.003037632,-0.161261414,-0.00379925,0.003728217,-0.164757669,-0.004545317,0.004462003,-0.165306905,-0.005004408,0.004912985,-0.163670347,-0.005614168,0.005510576
-0.482407463,0,-4.7231E-06,-0.54063134,0.001056352,-0.001054338,-0.538555119,-0.001347703,0.001333876,-0.534990915,-0.003134712,0.003106091,-0.539409233,-0.005662743,0.005611506,-0.543362726,-0.008357386,0.008281499,-0.538711765,-0.010192911,0.010098929,-0.5360772,-0.012629748,0.012512635,-0.539931814,-0.01489558,0.014758957,-0.540493626,-0.0163626,0.016213341,-0.538562612,-0.018473613,0.018305795
-0.851567679,0,-5.35333E-06,-0.916188298,0.001789559,-0.001784385,-0.913883157,-0.002286939,0.002267307,-0.909918394,-0.005331553,0.005288588,-0.914798063,-0.009603593,0.009525449,-0.91914574,-0.014137251,0.014021181,-0.913945045,-0.017292661,0.017148946,-0.910958242,-0.021461785,0.021282987,-0.915170826,-0.025247633,0.025039464,-0.915744928,-0.027722747,0.027495683,-0.913518974,-0.031335297,0.031080698
-1.220924562,0,-5.98427E-06,-1.291941302,0.002522506,-0.002513262,-1.289407258,-0.003226666,0.003199982,-1.285041918,-0.007529542,0.007469006,-1.290382719,-0.013546498,0.013435471,-1.295124235,-0.019920124,0.019755066,-1.289373549,-0.024396106,0.024191829,-1.28603403,-0.030298409,0.030044548,-1.290604012,-0.035605042,0.035309794,-1.291189989,-0.039088759,0.03876696,-1.28866841,-0.04420365,0.043843281
-1.590570039,0,-6.58704E-06,-1.667981136,0.003256492,-0.003242508,-1.665218232,-0.004167111,0.004132524,-1.660452305,-0.009729213,0.009648918,-1.666253944,-0.017492412,0.017344559,-1.671388852,-0.025707397,0.025487659,-1.665087873,-0.031504959,0.031233191,-1.661395033,-0.039141753,0.038804348,-1.666321627,-0.045970299,0.045578177,-1.666918909,-0.050463365,0.050036187,-1.664100758,-0.057081673,0.056603628
-1.960537839,0,-7.1467E-06,-2.044340834,0.003993312,-0.003974163,-2.041349136,-0.005108357,0.005065388,-2.036182579,-0.011930757,0.011829513,-2.042444645,-0.02144168,0.021254906,-2.047972291,-0.031499574,0.031222206,-2.041120511,-0.038619834,0.038277084,-2.037073447,-0.047992575,0.047567499,-2.042355588,-0.056344283,0.055850652,-2.042963411,-0.061847525,0.061310025,-2.039847459,-0.069970324,0.069369101
-2.330822719,0,-7.65538E-06,-2.421015158,0.004732676,-0.004708121,-2.417794659,-0.006050389,0.005998842,-2.412227349,-0.014134145,0.014011492,-2.418949325,-0.025394243,0.025167766,-2.424868858,-0.037296567,0.036960492,-2.417465588,-0.045740621,0.045325644,-2.413063172,-0.056850731,0.056336582,-2.418699661,-0.066726822,0.066130184,-2.419317183,-0.073241048,0.072591712,-2.415901995,-0.082869392,0.082143279
-2.701398763,0,-8.11011E-06,-2.797978575,0.005468582,-0.005438442,-2.794529298,-0.006993146,0.006932918,-2.788561111,-0.016339225,0.016194925,-2.795742647,-0.029349837,0.029083159,-2.802053251,-0.043097987,0.042702393,-2.794098054,-0.052866846,0.052378589,-2.789339251,-0.065715634,0.065111062,-2.795328828,-0.077117226,0.076415995,-2.79595524,-0.084643176,0.083880316,-2.792239381,-0.095778441,0.094925415
-3.07223703,0,-8.51306E-06,-3.17520259,0.006194149,-0.00615802,-3.171525006,-0.007936555,0.007867238,-3.165155818,-0.018545835,0.018378801,-3.172796791,-0.033308169,0.032999085,-3.179497643,-0.048903406,0.048444905,-3.170990622,-0.059997991,0.059432274,-3.165874702,-0.074586648,0.073886451,-3.172216088,-0.08751475,0.086702806,-3.172850781,-0.0960531,0.095170015,-3.168833576,-0.108697029,0.107709363
-3.443318394,0,-8.86872E-06,-3.552669415,0.006909435,-0.006866468,-3.548764075,-0.008880574,0.008801134,-3.541993776,-0.02075387,0.020561311,-3.550094113,-0.037269054,0.03691206,-3.557184346,-0.054712552,0.054182679,-3.548125855,-0.067133729,0.066479971,-3.542652408,-0.083463368,0.082654253,-3.549344596,-0.097918931,0.096980609,-3.549987206,-0.107470316,0.106449896,-3.54566897,-0.121623965,0.120482296
-3.814636635,0,-9.1824E-06,-3.930374045,0.007620445,-0.007569139,-3.926241481,-0.009825189,0.009733697,-3.919069948,-0.0229633,0.022740028,-3.927629626,-0.04123244,0.040817343,-3.935108688,-0.060525353,0.059908445,-3.925498895,-0.074273966,0.07351252,-3.919667619,-0.092345685,0.091402863,-3.926709952,-0.108329645,0.107235895,-3.927360264,-0.118894696,0.117705039,-3.922741332,-0.134557314,0.133225478
-4.186193966,0,-9.45912E-06,-4.308319465,0.008333571,-0.008271573,-4.303959808,-0.010770407,0.010663774,-4.296386918,-0.025174142,0.024911923,-4.305405968,-0.045198354,0.04470907,-4.313273693,-0.066341856,0.065613332,-4.303112453,-0.081418754,0.080518818,-4.296922991,-0.101233659,0.100118421,-4.30431521,-0.118746977,0.117452133,-4.304973088,-0.130326334,0.128917286,-4.300053309,-0.147496357,0.145917631
-4.557994688,0,-9.70407E-06,-4.68651016,0.009049559,-0.008973515,-4.681923187,-0.011716238,0.011589979,-4.673948812,-0.027386419,0.02707338,-4.68342725,-0.049166839,0.048580389,-4.691683744,-0.072162128,0.071287022,-4.680970724,-0.088568172,0.08748597,-4.674422735,-0.110127391,0.108784692,-4.682164853,-0.129171052,0.127610348,-4.682830175,-0.141765367,0.140065825,-4.677607022,-0.160445411,0.158539365
-4.930041235,0,-9.92109E-06,-5.06494814,0.00976653,-0.009671955,-5.060133594,-0.012662688,0.012510761,-5.051757681,-0.029600143,0.029220237,-5.061695473,-0.053137916,0.052423509,-5.070340946,-0.077986201,0.076917832,-5.059075823,-0.09572226,0.094399418,-5.052169109,-0.119026933,0.11738346,-5.060261245,-0.139601934,0.137689298,-5.060933933,-0.153211867,0.151127344,-5.055401039,-0.173411507,0.17107126
-5.302332967,0,-1.01134E-05,-5.443632272,0.010483291,-0.010364422,-5.438589977,-0.013609753,0.013424363,-5.429812497,-0.031815308,0.031347942,-5.440209713,-0.057111577,0.056229777,-5.449244325,-0.083814061,0.082492931,-5.437426912,-0.102881001,0.101243231,-5.43016145,-0.12793227,0.125894914,-5.438603816,-0.150039607,0.147665768,-5.43928389,-0.164665821,0.16207637,-5.433443941,-0.186398331,0.183487837
-5.674866743,0,-1.02838E-05,-5.822559078,0.011200042,-0.01104974,-5.817288952,-0.014557425,0.014328897,-5.80810991,-0.034031894,0.033451626,-5.818966686,-0.061087785,0.059990068,-5.82839061,-0.089645656,0.087998713,-5.816020896,-0.110044339,0.108000552,-5.808396888,-0.136843335,0.134298005,-5.817189773,-0.160483995,0.15751522,-5.817877374,-0.176127147,0.172886078,-5.811731194,-0.199400197,0.195753246
-6.04763817,0,-1.04353E-05,-6.201724,0.011917252,-0.011726959,-6.196226042,-0.015505693,0.015222407,-6.18664547,-0.036249876,0.03552626,-6.197961994,-0.065066496,0.06369504,-6.207775547,-0.095480923,0.093421165,-6.194853664,-0.1172122,0.114654128,-6.186871521,-0.145760035,0.142571213,-6.196015262,-0.170934991,0.167212684,-6.19671067,-0.187595733,0.183529188,-6.190261853,-0.212410469,0.207830084
-6.420642753,0,-1.05708E-05,-6.581122519,0.012635102,-0.012394837,-6.575396753,-0.016454545,0.016102937,-6.565414689,-0.038469227,0.037566857,-6.577191229,-0.069047662,0.067335339,-6.587394822,-0.101319793,0.098746491,-6.573921124,-0.124384501,0.12118692,-6.565581286,-0.154682274,0.150693559,-6.575076434,-0.18139249,0.176733483,-6.575780025,-0.199071466,0.193978865,-6.569029987,-0.225426169,0.219685349
-6.793876568,0,-1.06932E-05,-6.960750724,0.013353463,-0.013051895,-6.954797168,-0.017403972,0.016968614,-6.944413689,-0.040689924,0.039568514,-6.956650571,-0.073031244,0.07090196,-6.967244679,-0.107162211,0.103961447,-6.953219633,-0.131561164,0.127582663,-6.944522716,-0.163609971,0.158644774,-6.95436995,-0.191856398,0.186054228,-6.955082248,-0.210554248,0.204209504,-6.948030422,-0.238448697,0.231291787
-7.167336459,0,-1.08053E-05,-7.340605437,0.014072215,-0.013696629,-7.33442411,-0.018353967,0.017817542,-7.323639321,-0.042911949,0.04152661,-7.336336888,-0.077017209,0.074386458,-7.347322043,-0.113008127,0.109053623,-7.33274617,-0.138742128,0.133826148,-7.323692923,-0.172543058,0.166406028,-7.333893053,-0.202326639,0.195153156,-7.334614669,-0.222043999,0.214197525,-7.327261357,-0.251479651,0.242624406
-7.541019902,0,-1.09098E-05,-7.720684062,0.014791348,-0.014327853,-7.714274961,-0.019304521,0.018648084,-7.703088942,-0.045135287,0.04343687,-7.716247558,-0.081005529,0.077781054,-7.727624327,-0.118857503,0.114011666,-7.712498165,-0.14592737,0.139903469,-7.703089462,-0.181481478,0.173960145,-7.713643387,-0.21280315,0.204010423,-7.714374987,-0.233540649,0.223921408,-7.706721739,-0.264519094,0.253659231
-7.914924635,0,-1.10092E-05,-8.100984243,0.015510893,-0.014944492,-8.09434736,-0.02025563,0.019458722,-8.082760193,-0.047359923,0.045295492,-8.096380189,-0.084996179,0.081078673,-8.108149167,-0.124710302,0.118825361,-8.092473247,-0.153116883,0.145802133,-8.082710052,-0.190425176,0.181291745,-8.093618732,-0.223285868,0.212608293,-8.094361015,-0.245044132,0.233361942,-8.086409235,-0.277566461,0.264374238
-8.289048426,0,-1.11056E-05,-8.481503646,0.016230866,-0.015545553,-8.474638971,-0.021207287,0.020248064,-8.462650754,-0.049585844,0.047099031,-8.476732435,-0.088989134,0.084273073,-8.488894216,-0.130566488,0.123485647,-8.472669112,-0.1603106,0.151511027,-8.462552372,-0.199374098,0.188387286,-8.473816786,-0.233774731,0.22093119,-8.474570462,-0.256554379,0.242502284,-8.466321357,-0.290621365,0.274750279
-8.663388991,0,-1.1201E-05,-8.862239889,0.016951258,-0.016130128,-8.855147419,-0.022159488,0.02101487,-8.842758259,-0.051813037,0.048844431,-8.857301928,-0.092984371,0.087358773,-8.869857041,-0.136426024,0.127984564,-8.853083383,-0.167508344,0.157020342,-8.842613967,-0.208328186,0.195235033,-8.854235076,-0.244269669,0.228965644,-8.85500084,-0.268071315,0.251327893,-8.846455537,-0.303683775,0.284771198
-9.037944019,0,-1.12969E-05,-9.243190581,0.017672054,-0.016697406,-9.23587032,-0.023112224,0.021758044,-9.223080326,-0.054041486,0.050529026,-9.238086278,-0.096981863,0.090330994,-9.251035211,-0.142288872,0.132315326,-9.233713468,-0.174709982,0.162321633,-9.222892291,-0.217287379,0.201824965,-9.234870992,-0.254770611,0.236700187,-9.235649501,-0.279594858,0.259826405,-9.226809002,-0.31675373,0.2944234
-9.412711275,0,-1.13945E-05,-9.624353413,0.018393248,-0.01724668,-9.616805372,-0.024065492,0.022476624,-9.60361465,-0.05627118,0.052150517,-9.619083148,-0.100981586,0.093185647,-9.632426346,-0.148154995,0.13647212,-9.614556748,-0.18191571,0.16740814,-9.603384804,-0.22625162,0.208148675,-9.6157219,-0.265277484,0.244125213,-9.616513746,-0.291124928,0.267987485,-9.607379043,-0.329831181,0.303695467
-9.787688682,0,-1.14951E-05,-10.00572625,0.019114838,-0.017777342,-9.997950439,-0.025019285,0.023169777,-9.984359082,-0.058502104,0.053706951,-10.00029034,-0.104983517,0.09591929,-10.01402819,-0.154024359,0.140450067,-9.995611014,-0.189125933,0.172274485,-9.984089067,-0.235220848,0.2141992,-9.996785252,-0.275790218,0.251232827,-9.997590951,-0.302661445,0.275802619,-9.988162983,-0.342916,0.312578018
-10.16287438,0,-1.15994E-05,-10.38730715,0.019836823,-0.018288863,-10.3793036,-0.025973599,0.023836787,-10.36531168,-0.060734248,0.055196683,-10.38170587,-0.108987635,0.098529075,-10.39583868,-0.159896933,0.144245153,-10.37687426,-0.196340783,0.176916071,-10.36500282,-0.244195013,0.219970954,-10.37805868,-0.286308748,0.258016632,-10.37887866,-0.314204334,0.283264908,-10.36915821,-0.356008068,0.321063545
-10.5382667,0,-1.17078E-05,-10.76909442,0.020559199,-0.018780785,-10.76086313,-0.026928429,0.024477037,-10.74647072,-0.062967602,0.056618343,-10.76332792,-0.112993921,0.101012681,-10.77785594,-0.165772687,0.147854146,-10.75834609,-0.20355878,0.181327644,-10.74612405,-0.253174065,0.225459551,-10.75954001,-0.296833013,0.26447155,-10.76037462,-0.325753528,0.290368864,-10.7503623,-0.369107302,0.329146148
-10.9138642,0,-1.18207E-05,-11.15108652,0.021281963,-0.019252713,-11.14262751,-0.027883772,0.025089998,-11.12783467,-0.065202156,0.057970803,-11.14515493,-0.117002358,0.103368254,-11.16007832,-0.171651595,0.151274502,-11.14002296,-0.210777797,0.185504224,-11.12745093,-0.262157962,0.230661586,-11.14122729,-0.30736296,0.270593611,-11.14207679,-0.337308965,0.297110211,-11.13177308,-0.382213637,0.336821263
-11.28966558,0,-1.19382E-05,-11.53328212,0.022005112,-0.019704306,-11.52459541,-0.028839625,0.025675219,-11.50940217,-0.067437903,0.059253147,-11.5271855,-0.121012932,0.105594384,-11.54250434,-0.177533636,0.154504287,-11.52190061,-0.217999899,0.189445808,-11.50898182,-0.271146666,0.23557457,-11.52311877,-0.31789854,0.276379945,-11.52398336,-0.34887059,0.30348573,-11.51338858,-0.395327011,0.34408544
-11.66566973,0,-1.20601E-05,-11.91568004,0.022728643,-0.020135275,-11.90676564,-0.029795983,0.026232318,-11.89117205,-0.069674836,0.060464645,-11.90941842,-0.125025632,0.107690017,-11.92513271,-0.183418789,0.157542129,-11.90397908,-0.225232176,0.193158026,-11.89071527,-0.280140142,0.24019684,-11.90521289,-0.328439711,0.281828541,-11.90609267,-0.360438352,0.309493153,-11.89520703,-0.40844736,0.350936187
-12.04187567,0,-1.21862E-05,-12.29827928,0.023452555,-0.020545374,-12.28913722,-0.030752846,0.026760977,-12.2731433,-0.071912949,0.061604735,-12.29185262,-0.129040449,0.109654422,-12.30796233,-0.189307038,0.160387183,-12.28625379,-0.232479745,0.196645275,-12.27264999,-0.28913836,0.244527484,-12.28750828,-0.338986435,0.286938196,-12.28840328,-0.372012209,0.315131043,-12.27722686,-0.42157463,0.357371873
-12.41828262,0,-1.23161E-05,-12.68107901,0.024176846,-0.020934397,-12.6717093,-0.031710211,0.027260931,-12.65531508,-0.074152237,0.062673012,-12.67448726,-0.133057368,0.111487171,-12.69099227,-0.195198367,0.163039093,-12.66873469,-0.239741344,0.199905908,-12.65478491,-0.298141295,0.248566306,-12.67000377,-0.349538678,0.291708487,-12.67091391,-0.38359212,0.320398868,-12.6594467,-0.434708771,0.36339167
-12.79488998,0,-1.24493E-05,-13.06407859,0.024901516,-0.021302182,-13.05448125,-0.032668074,0.027731974,-13.03768672,-0.076392696,0.063669218,-13.05732162,-0.137076371,0.113188117,-13.07422176,-0.201092766,0.16549799,-13.05141775,-0.247008976,0.202932394,-13.03711913,-0.307148925,0.25231379,-13.05269834,-0.360096414,0.296139747,-13.05362354,-0.395178056,0.325296845,-13.04186536,-0.447849744,0.368995534
-13.17169729,0,-1.25851E-05,-13.44727755,0.025626563,-0.021648602,-13.4374526,-0.033626436,0.028173952,-13.42025776,-0.078634323,0.064593246,-13.44035519,-0.141097457,0.114757402,-13.45765024,-0.206990226,0.167764488,-13.43429993,-0.254277854,0.205720962,-13.41965196,-0.316161234,0.255771091,-13.4355912,-0.370659621,0.300233054,-13.43653128,-0.40676999,0.329825939,-13.42448189,-0.460997516,0.374184204
-13.54870427,0,-1.27228E-05,-13.83067559,0.026351986,-0.021973573,-13.82062304,-0.034585298,0.028586771,-13.80302788,-0.080877116,0.065445141,-13.82358762,-0.145120654,0.116195472,-13.84127731,-0.21289074,0.16983967,-13.8173802,-0.261548677,0.208273848,-13.80238288,-0.32517821,0.258940025,-13.81868175,-0.381228281,0.30399023,-13.81963648,-0.418367901,0.333987886,-13.80729549,-0.474152061,0.378959219
-13.9259108,0,-1.28615E-05,-14.21427254,0.027077786,-0.022277049,-14.20399243,-0.035544662,0.02897039,-14.18599691,-0.083121076,0.066225094,-14.20701874,-0.14914599,0.117503045,-14.22510274,-0.218794305,0.171725089,-14.20065771,-0.268823249,0.210594943,-14.18531157,-0.334199845,0.261823066,-14.20196958,-0.391802383,0.307413849,-14.20293864,-0.429971775,0.337785206,-14.19030559,-0.487313357,0.383322951
-14.30331687,0,-1.30006E-05,-14.59806841,0.027803962,-0.022559027,-14.58756074,-0.036504523,0.029324818,-14.56916482,-0.0853662,0.066933458,-14.59064853,-0.153173404,0.118681045,-14.60912644,-0.224700919,0.173422773,-14.58413311,-0.276102332,0.212687623,-14.56843785,-0.343226136,0.264423352,-14.58545444,-0.402381922,0.31050724,-14.58643744,-0.441581602,0.341221219,-14.57351177,-0.500481392,0.387278638
-14.68092259,0,-1.3139E-05,-14.98206329,0.028530515,-0.022819546,-14.97132809,-0.037464872,0.02965012,-14.95253173,-0.087612491,0.067570738,-14.97447706,-0.157202771,0.119730621,-14.99334846,-0.230610584,0.17493521,-14.96780696,-0.283385472,0.214554601,-14.95176168,-0.352257081,0.266744681,-14.96913624,-0.412966893,0.313274497,-14.97013274,-0.453197378,0.344300078,-14.95691381,-0.513656157,0.390830412
-15.05872818,0,-1.32762E-05,-15.36625738,0.029257445,-0.023058684,-15.35529467,-0.038425707,0.02994642,-15.33609782,-0.089859948,0.068137593,-15.35850447,-0.161234044,0.120653297,-15.37776895,-0.236523302,0.176265342,-15.35167918,-0.290672224,0.216199137,-15.33528316,-0.361292682,0.268791501,-15.35301502,-0.423557299,0.31572047,-15.35402456,-0.464819103,0.347026757,-15.34051162,-0.526837649,0.393983322
-15.43673393,0,-1.34112E-05,-15.75065099,0.029984752,-0.023276563,-15.73946077,-0.039387054,0.030213928,-15.71986338,-0.092108574,0.068634831,-15.74273093,-0.165267591,0.121451311,-15.76238817,-0.242439076,0.177416545,-15.7357497,-0.297962586,0.21762546,-15.71900248,-0.370332944,0.270568899,-15.73709094,-0.434153144,0.317850758,-15.738113,-0.47644678,0.349407005,-15.72430522,-0.540025869,0.396743336
-15.81494017,0,-1.35433E-05,-16.13524445,0.030712438,-0.023473343,-16.12382673,-0.040348956,0.030452926,-16.10382874,-0.094358372,0.069063406,-16.12715661,-0.169303998,0.122127412,-16.14720642,-0.248357911,0.178392611,-16.12001888,-0.305256695,0.218838422,-16.1029199,-0.379377874,0.272082578,-16.12136421,-0.444754432,0.319671693,-16.12239827,-0.488080417,0.351447454,-16.10829477,-0.553220822,0.399117349
-16.19334727,0,-1.36718E-05,-16.52003811,0.031440502,-0.023649223,-16.50839294,-0.041311379,0.03066367,-16.48799426,-0.096609341,0.069424412,-16.5117828,-0.173342762,0.122683534,-16.53222405,-0.254279813,0.179197733,-16.50448707,-0.312554631,0.219843293,-16.48703572,-0.388427477,0.273338833,-16.5058351,-0.455361174,0.321190313,-16.50688063,-0.499720019,0.353155541,-16.49248045,-0.566422516,0.401113167
-16.57195559,0,-1.3796E-05,-16.90503235,0.032168945,-0.023804441,-16.89315973,-0.042274181,0.030846361,-16.8723603,-0.098861486,0.069719077,-16.89660941,-0.177381916,0.123120434,-16.91744138,-0.260204787,0.179836472,-16.88915465,-0.319856384,0.220645689,-16.87135024,-0.397481762,0.274344514,-16.89050393,-0.465973375,0.322414365,-16.89156035,-0.511365596,0.354539462,-16.8768625,-0.579630956,0.40273948
-16.95076546,0,-1.39153E-05,-17.29022748,0.032897769,-0.023939266,-17.27812743,-0.043237298,0.031001326,-17.25692718,-0.101114808,0.069948738,-17.28163645,-0.181420565,0.123440195,-17.30285872,-0.266132837,0.180313719,-17.2740219,-0.327161921,0.221251604,-17.25586376,-0.406540736,0.275106982,-17.27537099,-0.476591045,0.323352192,-17.27643771,-0.523017157,0.355608121,-17.26144116,-0.592846153,0.404005815
-17.32977717,0,-1.40292E-05,-17.67562383,0.033626974,-0.024054004,-17.66329633,-0.044201024,0.031129293,-17.64169519,-0.103369308,0.070114848,-17.66686258,-0.18546282,0.123650153,-17.68847639,-0.272063968,0.180634658,-17.65908911,-0.33447124,0.221667414,-17.64057658,-0.415604404,0.275634055,-17.66043653,-0.487214192,0.324012666,-17.66151298,-0.534674709,0.356371071,-17.64621666,-0.606068114,0.404922474
-17.70899103,0,-1.41373E-05,-18.06122166,0.03435656,-0.024148987,-18.04866667,-0.045165865,0.031231242,-18.02666462,-0.105624988,0.070218958,-18.05228571,-0.189515962,0.123761028,-18.07429465,-0.277998184,0.180804728,-18.04435656,-0.341784356,0.221899833,-18.02548896,-0.424672775,0.275933954,-18.04570085,-0.497842821,0.324405205,-18.04678643,-0.546338261,0.356838437,-18.03118928,-0.619296849,0.405500518
-18.08840727,0,-1.42393E-05,-18.44702124,0.035086527,-0.024224574,-18.43423885,-0.04613174,0.031307602,-18.41183572,-0.10788185,0.070262699,-18.43791294,-0.193584003,0.123780352,-18.46031377,-0.28393549,0.180829579,-18.42982451,-0.349101281,0.221955823,-18.41060117,-0.433745853,0.276015238,-18.43116419,-0.508476942,0.324539654,-18.43225833,-0.558007821,0.357020851,-18.41635929,-0.632532366,0.405751701
-18.46802612,0,-1.43347E-05,-18.83302278,0.035816877,-0.024281149,-18.82001324,-0.047096882,0.031357148,-18.79720871,-0.110139895,0.070247767,-18.82374252,-0.197660989,0.123705938,-18.84653398,-0.289875889,0.18071503,-18.81549319,-0.35642202,0.22184254,-18.79591346,-0.442823645,0.275886742,-18.81682682,-0.51911656,0.324426216,-18.81792893,-0.569683395,0.356929362,-18.80172697,-0.645774675,0.405688357
-18.84784779,0,-1.44235E-05,-19.2192265,0.036547609,-0.024319113,-19.20598975,-0.048059738,0.031378892,-19.18278381,-0.112399124,0.070175908,-19.20977587,-0.201740019,0.123534734,-19.23295549,-0.295819384,0.180467027,-19.20136284,-0.363746573,0.221567297,-19.1814261,-0.451906157,0.275557571,-19.202689,-0.529761684,0.324075367,-19.20379846,-0.581364993,0.356575359,-19.18729257,-0.659023787,0.40532328
-19.22787243,0,-1.45055E-05,-19.60563255,0.037278724,-0.024338883,-19.5921681,-0.049023476,0.031376592,-19.56856117,-0.114659538,0.070048909,-19.59601145,-0.205818323,0.12326794,-19.61957849,-0.301765978,0.180091598,-19.58743365,-0.371074943,0.221137508,-19.56713928,-0.460993394,0.275036869,-19.58875096,-0.540412319,0.323497773,-19.58986719,-0.59305262,0.355970475,-19.57305638,-0.672279708,0.404669607
-19.6081002,0,-1.45806E-05,-19.99224108,0.038010222,-0.024340888,-19.97854871,-0.049994746,0.031357503,-19.95454094,-0.116921138,0.06986858,-19.98244825,-0.209897725,0.122911405,-20.00640315,-0.307715673,0.179594812,-19.97370579,-0.378407135,0.220560636,-19.95305319,-0.47008536,0.274333893,-19.97501292,-0.551068472,0.322704224,-19.97613534,-0.604746285,0.355126502,-19.95901865,-0.68554245,0.403740711
-19.98853122,0,-1.46488E-05,-20.3790522,0.038742103,-0.02432557,-20.36513114,-0.050980084,0.031328779,-20.34072324,-0.119183925,0.069636745,-20.36908686,-0.213979885,0.122470827,-20.3934296,-0.313668473,0.178982739,-20.36017942,-0.385743152,0.219844146,-20.33916802,-0.479182059,0.273457924,-20.36147507,-0.561730147,0.321705549,-20.36260313,-0.616445993,0.354055297,-20.34517965,-0.69881202,0.402550087
